contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
news & views,Anisotropic universality,,[],True,"[""Masahito Ueda""]","Ueda, M. Anisotropic universality. Nature Phys12, 530–531 (2016).",104,2,1,aplusplus,10.1038/nphys3707,https://doi.org/10.1038/nphys3707,,6,nphys,nature physics,1459728000,2016-04-04,ultracold-gases,https://www.nature.com/articles/nphys3707,12
news & views,So much for the jamming point,,[],True,"[""Stefan Luding""]","Luding, S. So much for the jamming point. Nature Phys12, 531–532 (2016).",423,10,23,aplusplus,10.1038/nphys3680,https://doi.org/10.1038/nphys3680,,6,nphys,nature physics,1455494400,2016-02-15,mechanical-properties;phase-transitions-and-critical-phenomena,https://www.nature.com/articles/nphys3680,12
news & views,Unfolding the brain,,[],True,"[""Ellen Kuhl""]","Kuhl, E. Unfolding the brain. Nature Phys12, 533–534 (2016).",358,151,18,aplusplus,10.1038/nphys3641,https://doi.org/10.1038/nphys3641,,6,nphys,nature physics,1454284800,2016-02-01,biophysical-models;computational-biophysics;neurological-disorders,https://www.nature.com/articles/nphys3641,12
progress article,The conformal bootstrap,"<p>The conformal bootstrap was proposed in the 1970s as a strategy for calculating the properties of second-order phase transitions. After spectacular success elucidating two-dimensional systems, little progress was made on systems in higher dimensions until a recent renaissance beginning in 2008. We report on some of the main results and ideas from this renaissance, focusing on new determinations of critical exponents and correlation functions in the three-dimensional Ising and O(N) models.</p>",[],False,"[""David Poland"", ""David Simmons-Duffin""]","Poland, D., Simmons-Duffin, D. The conformal bootstrap. Nature Phys12, 535–539 (2016).",1593,28,40,aplusplus,10.1038/nphys3761,https://doi.org/10.1038/nphys3761,,6,nphys,nature physics,1464825600,2016-06-02,phase-transitions-and-critical-phenomena;theoretical-particle-physics,https://www.nature.com/articles/nphys3761,12
letter,Experimental realization of two-dimensional synthetic spin–orbit coupling in ultracold Fermi gases,,[],True,"[""Lianghui Huang"", ""Zengming Meng"", ""Pengjun Wang"", ""Peng Peng"", ""Shao-Liang Zhang"", ""Liangchao Chen"", ""Donghao Li"", ""Qi Zhou"", ""Jing Zhang""]","Huang, L., Meng, Z., Wang, P. et al. Experimental realization of two-dimensional synthetic spin–orbit coupling in ultracold Fermi gases. Nature Phys12, 540–544 (2016).",1823,2,224,aplusplus,10.1038/nphys3672,https://doi.org/10.1038/nphys3672,,6,nphys,nature physics,1456704000,2016-02-29,atomic-and-molecular-interactions-with-photons;ultracold-gases,https://www.nature.com/articles/nphys3672,12
letter,Realization of a tunable artificial atom at a supercritically charged vacancy in graphene,,[],True,"[""Jinhai Mao"", ""Yuhang Jiang"", ""Dean Moldovan"", ""Guohong Li"", ""Kenji Watanabe"", ""Takashi Taniguchi"", ""Massoud Ramezani Masir"", ""Francois M. Peeters"", ""Eva Y. Andrei""]","Mao, J., Jiang, Y., Moldovan, D. et al. Realization of a tunable artificial atom at a supercritically charged vacancy in graphene. Nature Phys12, 545–549 (2016).",1455,53,74,aplusplus,10.1038/nphys3665,https://doi.org/10.1038/nphys3665,,6,nphys,nature physics,1456099200,2016-02-22,graphene;nanoscience-and-technology,https://www.nature.com/articles/nphys3665,12
letter,Chiral magnetic effect in ZrTe5,,[],True,"[""Qiang Li"", ""Dmitri E. Kharzeev"", ""Cheng Zhang"", ""Yuan Huang"", ""I. Pletikosi\u0107"", ""A.\u00a0V. Fedorov"", ""R.\u00a0D. Zhong"", ""J.\u00a0A. Schneeloch"", ""G.\u00a0D. Gu"", ""T. Valla""]","Li, Q., Kharzeev, D., Zhang, C. et al. Chiral magnetic effect in ZrTe5. Nature Phys12, 550–554 (2016).",8902,79,499,aplusplus,10.1038/nphys3648,https://doi.org/10.1038/nphys3648,,6,nphys,nature physics,1454889600,2016-02-08,electronic-properties-and-materials;theoretical-nuclear-physics;theoretical-particle-physics;theoretical-physics,https://www.nature.com/articles/nphys3648,12
letter,Geometric Hall effects in topological insulator heterostructures,,[],True,"[""K. Yasuda"", ""R. Wakatsuki"", ""T. Morimoto"", ""R. Yoshimi"", ""A. Tsukazaki"", ""K. S. Takahashi"", ""M. Ezawa"", ""M. Kawasaki"", ""N. Nagaosa"", ""Y. Tokura""]","Yasuda, K., Wakatsuki, R., Morimoto, T. et al. Geometric Hall effects in topological insulator heterostructures. Nature Phys12, 555–559 (2016).",3291,18,78,aplusplus,10.1038/nphys3671,https://doi.org/10.1038/nphys3671,,6,nphys,nature physics,1456099200,2016-02-22,magnetic-properties-and-materials;spintronics;surfaces-interfaces-and-thin-films;topological-matter,https://www.nature.com/articles/nphys3671,12
letter,Critical spin fluctuations and the origin of nematic order in Ba(Fe1−xCox)2As2,,[],True,"[""F. Kretzschmar"", ""T. B\u00f6hm"", ""U. Karahasanovi\u0107"", ""B. Muschler"", ""A. Baum"", ""D. Jost"", ""J. Schmalian"", ""S. Caprara"", ""M. Grilli"", ""C. Di Castro"", ""J. G. Analytis"", ""J.-H. Chu"", ""I. R. Fisher"", ""R. Hackl""]","Kretzschmar, F., Böhm, T., Karahasanović, U. et al. Critical spin fluctuations and the origin of nematic order in Ba(Fe1−xCox)2As2. Nature Phys12, 560–563 (2016).",695,5,44,aplusplus,10.1038/nphys3634,https://doi.org/10.1038/nphys3634,,6,nphys,nature physics,1453680000,2016-01-25,electronic-properties-and-materials;magnetic-properties-and-materials;phase-transitions-and-critical-phenomena,https://www.nature.com/articles/nphys3634,12
letter,Controllable 0–π Josephson junctions containing a ferromagnetic spin valve,,[],True,"[""E. C. Gingrich"", ""Bethany M. Niedzielski"", ""Joseph A. Glick"", ""Yixing Wang"", ""D. L. Miller"", ""Reza Loloee"", ""W. P. Pratt Jr"", ""Norman O. Birge""]","Gingrich, E., Niedzielski, B., Glick, J. et al. Controllable 0–π Josephson junctions containing a ferromagnetic spin valve. Nature Phys12, 564–567 (2016).",1883,14,99,aplusplus,10.1038/nphys3681,https://doi.org/10.1038/nphys3681,,6,nphys,nature physics,1457913600,2016-03-14,ferromagnetism;magnetic-properties-and-materials;superconducting-properties-and-materials,https://www.nature.com/articles/nphys3681,12
letter,Josephson ϕ0-junction in nanowire quantum dots,,[],True,"[""D. B. Szombati"", ""S. Nadj-Perge"", ""D. Car"", ""S. R. Plissard"", ""E. P. A. M. Bakkers"", ""L. P. Kouwenhoven""]","Szombati, D., Nadj-Perge, S., Car, D. et al. Josephsonϕ0-junction in nanowire quantum dots. Nature Phys12, 568–572 (2016).",2269,11,112,aplusplus,10.1038/nphys3742,https://doi.org/10.1038/nphys3742,,6,nphys,nature physics,1462147200,2016-05-02,superconducting-devices;superconducting-properties-and-materials,https://www.nature.com/articles/nphys3742,12
letter,Generation of acoustic rogue waves in dusty plasmas through three-dimensional particle focusing by distorted waveforms,,[],True,"[""Ya-Yi Tsai"", ""Jun-Yi Tsai"", ""Lin I""]","Tsai, YY., Tsai, JY. & I, L. Generation of acoustic rogue waves in dusty plasmas through three-dimensional particle focusing by distorted waveforms. Nature Phys12, 573–577 (2016).",658,6,41,aplusplus,10.1038/nphys3669,https://doi.org/10.1038/nphys3669,,6,nphys,nature physics,1456704000,2016-02-29,fluid-dynamics;nonlinear-phenomena;plasma-physics,https://www.nature.com/articles/nphys3669,12
letter,Disentangling the role of structure and friction in shear jamming,,[],True,"[""H. A. Vinutha"", ""Srikanth Sastry""]","Vinutha, H., Sastry, S. Disentangling the role of structure and friction in shear jamming. Nature Phys12, 578–583 (2016).",914,2,34,aplusplus,10.1038/nphys3658,https://doi.org/10.1038/nphys3658,,6,nphys,nature physics,1455494400,2016-02-15,phase-transitions-and-critical-phenomena;soft-materials;statistical-physics,https://www.nature.com/articles/nphys3658,12
letter,Strain-controlled criticality governs the nonlinear mechanics of fibre networks,,[],True,"[""A. Sharma"", ""A. J. Licup"", ""K. A. Jansen"", ""R. Rens"", ""M. Sheinman"", ""G. H. Koenderink"", ""F.\u00a0C. MacKintosh""]","Sharma, A., Licup, A., Jansen, K. et al. Strain-controlled criticality governs the nonlinear mechanics of fibre networks. Nature Phys12, 584–587 (2016).",1645,2,75,aplusplus,10.1038/nphys3628,https://doi.org/10.1038/nphys3628,,6,nphys,nature physics,1453680000,2016-01-25,biological-physics,https://www.nature.com/articles/nphys3628,12
letter,On the growth and form of cortical convolutions,,[],True,"[""Tuomas Tallinen"", ""Jun Young Chung"", ""Fran\u00e7ois Rousseau"", ""Nadine Girard"", ""Julien Lef\u00e8vre"", ""L. Mahadevan""]","Tallinen, T., Chung, J., Rousseau, F. et al. On the growth and form of cortical convolutions. Nature Phys12, 588–593 (2016).",5147,648,222,aplusplus,10.1038/nphys3632,https://doi.org/10.1038/nphys3632,,6,nphys,nature physics,1454284800,2016-02-01,computational-biophysics;nonlinear-phenomena;self-assembly,https://www.nature.com/articles/nphys3632,12
article,Unexpectedly large charge radii of neutron-rich calcium isotopes,"<p>Despite being a complex many-body system, the atomic nucleus exhibits simple structures for certain &#8216;magic&#8217; numbers of protons and neutrons. The calcium chain in particular is both unique and puzzling: evidence of doubly magic features are known in <sup>40,48</sup>Ca, and recently suggested in two radioactive isotopes, <sup>52,54</sup>Ca. Although many properties of experimentally known calcium isotopes have been successfully described by nuclear theory, it is still a challenge to predict the evolution of their charge radii. Here we present the first measurements of the charge radii of <sup>49,51,52</sup>Ca, obtained from laser spectroscopy experiments at ISOLDE, CERN. The experimental results are complemented by state-of-the-art theoretical calculations. The large and unexpected increase of the size of the neutron-rich calcium isotopes beyond N = 28 challenges the doubly magic nature of <sup>52</sup>Ca and opens new intriguing questions on the evolution of nuclear sizes away from stability, which are of importance for our understanding of neutron-rich atomic nuclei.</p>",[],False,"[""R. F. Garcia Ruiz"", ""M. L. Bissell"", ""K. Blaum"", ""A. Ekstr\u00f6m"", ""N. Fr\u00f6mmgen"", ""G. Hagen"", ""M. Hammen"", ""K. Hebeler"", ""J. D. Holt"", ""G. R. Jansen"", ""M. Kowalska"", ""K. Kreim"", ""W. Nazarewicz"", ""R. Neugart"", ""G. Neyens"", ""W. N\u00f6rtersh\u00e4user"", ""T. Papenbrock"", ""J. Papuga"", ""A. Schwenk"", ""J. Simonis"", ""K.\u00a0A. Wendt"", ""D. T. Yordanov""]","Garcia Ruiz, R., Bissell, M., Blaum, K. et al. Unexpectedly large charge radii of neutron-rich calcium isotopes. Nature Phys12, 594–598 (2016).",1507,113,164,aplusplus,10.1038/nphys3645,https://doi.org/10.1038/nphys3645,,6,nphys,nature physics,1454889600,2016-02-08,experimental-nuclear-physics;theoretical-nuclear-physics,https://www.nature.com/articles/nphys3645,12
article,Evidence for universal relations describing a gas with p-wave interactions,"<p>In dilute gases, a set of universal relations, known as the contact relations, directly connects thermodynamics and microscopic properties. So far, they have been established only for interactions with s-wave symmetry&#8212;that is, without relative angular momentum. Here we report measurements of two new physical quantities, the p-wave contacts, and, using recently proposed relations, present evidence that they encode the universal aspects of p-wave interactions. Our experiments use an ultracold Fermi gas of <sup>40</sup>K, in which s-wave interactions are suppressed by polarizing the sample, whereas p-wave interactions are enhanced by working near a scattering resonance. Using time-resolved spectroscopy, we study how correlations in the system develop after quenching the atoms into an interacting state. By combining quasi-steady-state measurements with new contact relations, we infer an attractive p-wave interaction energy as large as half the Fermi energy. Our results reveal new ways to understand and characterize the properties of a resonant p-wave quantum gas.</p>",[],False,"[""Christopher Luciuk"", ""Stefan Trotzky"", ""Scott Smale"", ""Zhenhua Yu"", ""Shizhong Zhang"", ""Joseph H. Thywissen""]","Luciuk, C., Trotzky, S., Smale, S. et al. Evidence for universal relations describing a gas withp-wave interactions. Nature Phys12, 599–605 (2016).",768,95,58,aplusplus,10.1038/nphys3670,https://doi.org/10.1038/nphys3670,,6,nphys,nature physics,1456099200,2016-02-22,quantum-fluids-and-solids;thermodynamics;ultracold-gases,https://www.nature.com/articles/nphys3670,12
article,Directional transport of high-temperature Janus droplets mediated by structural topography,"<p>Directed motion of liquid droplets is of considerable importance in various water and thermal management technologies. Although various methods to generate such motion have been developed at low temperature, they become rather ineffective at high temperature, where the droplet transits to a Leidenfrost state. In this state, it becomes challenging to control and direct the motion of the highly mobile droplets towards specific locations on the surface without compromising the effective heat transfer. Here we report that the wetting symmetry of a droplet can be broken at high temperature by creating two concurrent thermal states (Leidenfrost and contact-boiling) on a topographically patterned surface, thus engendering a preferential motion of a droplet towards the region with a higher heat transfer coefficient. The fundamental understanding and the ability to control the droplet dynamics at high temperature have promising applications in various systems requiring high thermal efficiency, operational security and fidelity.</p>",[],False,"[""Jing Li"", ""Youmin Hou"", ""Yahua Liu"", ""Chonglei Hao"", ""Minfei Li"", ""Manoj K. Chaudhury"", ""Shuhuai Yao"", ""Zuankai Wang""]","Li, J., Hou, Y., Liu, Y. et al. Directional transport of high-temperature Janus droplets mediated by structural topography. Nature Phys12, 606–612 (2016).",3381,64,143,aplusplus,10.1038/nphys3643,https://doi.org/10.1038/nphys3643,,6,nphys,nature physics,1454284800,2016-02-01,fluid-dynamics;surface-patterning;wetting,https://www.nature.com/articles/nphys3643,12
measure for measure,From candle to candela,,[],True,"[""Yuqin Zong""]","Zong, Y. From candle to candela. Nature Phys12, 614 (2016).",2149,4,3,aplusplus,10.1038/nphys3787,https://doi.org/10.1038/nphys3787,,6,nphys,nature physics,1464825600,2016-06-02,optical-physics;science-technology-and-society;scientific-community-and-society;single-photons-and-quantum-effects,https://www.nature.com/articles/nphys3787,12
