contentType,title,abstract,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
editorial,A very cool birthday,,[],True,[],"A very cool birthday. Nature Phys7, 271 (2011).",136,0,1,aplusplus,10.1038/nphys1981,https://doi.org/10.1038/nphys1981,,4,nphys,nature physics,1301616000,2011-04-01,,https://www.nature.com/articles/nphys1981,7
perspective,Manifesto for a higher Tc,,[],False,"[""D. N. Basov"", ""Andrey V. Chubukov""]","Basov, D., Chubukov, A. Manifesto for a higherTc. Nature Phys7, 272–276 (2011).",1219,8,175,aplusplus,10.1038/nphys1975,https://doi.org/10.1038/nphys1975,Quantum materials,4,nphys,nature physics,1301616000,2011-04-01,,https://www.nature.com/articles/nphys1975,7
thesis,Written in the stars,,[],True,"[""Mark Buchanan""]","Buchanan, M. Written in the stars. Nature Phys7, 277 (2011).",22,0,0,aplusplus,10.1038/nphys1974,https://doi.org/10.1038/nphys1974,,4,nphys,nature physics,1301616000,2011-04-01,,https://www.nature.com/articles/nphys1974,7
research highlights,Our choice from the recent literature,,[],True,[],"Our choice from the recent literature. Nature Phys7, 278 (2011).",20,0,1,aplusplus,10.1038/nphys1982,https://doi.org/10.1038/nphys1982,,4,nphys,nature physics,1301616000,2011-04-01,,https://www.nature.com/articles/nphys1982,7
news & views,Thick puddle made thin,,[],True,"[""Hamid Kellay""]","Kellay, H. Thick puddle made thin. Nature Phys7, 279–280 (2011).",36,7,3,aplusplus,10.1038/nphys1948,https://doi.org/10.1038/nphys1948,,4,nphys,nature physics,1301616000,2011-04-01,,https://www.nature.com/articles/nphys1948,7
news & views,More than a look,,[],True,"[""J. V. Porto""]","Porto, J. More than a look. Nature Phys7, 280–281 (2011).",13,0,2,aplusplus,10.1038/nphys1964,https://doi.org/10.1038/nphys1964,,4,nphys,nature physics,1301616000,2011-04-01,,https://www.nature.com/articles/nphys1964,7
news & views,Star bursts pinned down,,[],True,"[""Philip Walker""]","Walker, P. Star bursts pinned down. Nature Phys7, 281–282 (2011).",9,0,4,aplusplus,10.1038/nphys1972,https://doi.org/10.1038/nphys1972,,4,nphys,nature physics,1301616000,2011-04-01,,https://www.nature.com/articles/nphys1972,7
news & views,Catching (and counting) a cold,,[],True,"[""David Gevaux""]","Gevaux, D. Catching (and counting) a cold. Nature Phys7, 282 (2011).",12,0,0,aplusplus,10.1038/nphys1977,https://doi.org/10.1038/nphys1977,,4,nphys,nature physics,1301616000,2011-04-01,,https://www.nature.com/articles/nphys1977,7
news & views,The mystery and the mystique,,[],True,"[""Zlatko Tesanovic""]","Tesanovic, Z. The mystery and the mystique. Nature Phys7, 283–284 (2011).",33,0,4,aplusplus,10.1038/nphys1973,https://doi.org/10.1038/nphys1973,,4,nphys,nature physics,1301616000,2011-04-01,,https://www.nature.com/articles/nphys1973,7
news & views,Stochastic success,,[],True,"[""Alison Wright""]","Wright, A. Stochastic success. Nature Phys7, 284 (2011).",23,0,0,aplusplus,10.1038/nphys1978,https://doi.org/10.1038/nphys1978,,4,nphys,nature physics,1301616000,2011-04-01,,https://www.nature.com/articles/nphys1978,7
news & views,Hidden order revealed,,[],True,"[""Michael E. Flatt\u00e9""]","Flatté, M. Hidden order revealed. Nature Phys7, 285–286 (2011).",65,0,8,aplusplus,10.1038/nphys1971,https://doi.org/10.1038/nphys1971,,4,nphys,nature physics,1301616000,2011-04-01,,https://www.nature.com/articles/nphys1971,7
letter,Photon shell game in three-resonator circuit quantum electrodynamics,,[],True,"[""Matteo Mariantoni"", ""H. Wang"", ""Radoslaw C. Bialczak"", ""M. Lenander"", ""Erik Lucero"", ""M. Neeley"", ""A. D. O\u2019Connell"", ""D. Sank"", ""M. Weides"", ""J. Wenner"", ""T. Yamamoto"", ""Y. Yin"", ""J. Zhao"", ""John M. Martinis"", ""A. N. Cleland""]","Mariantoni, M., Wang, H., Bialczak, R. et al. Photon shell game in three-resonator circuit quantum electrodynamics. Nature Phys7, 287–293 (2011).",526,9,108,aplusplus,10.1038/nphys1885,https://doi.org/10.1038/nphys1885,,4,nphys,nature physics,1296345600,2011-01-30,,https://www.nature.com/articles/nphys1885,7
letter,Magnetism and charge dynamics in iron pnictides,,[],True,"[""Z. P. Yin"", ""K. Haule"", ""G. Kotliar""]","Yin, Z., Haule, K. & Kotliar, G. Magnetism and charge dynamics in iron pnictides. Nature Phys7, 294–297 (2011).",1008,0,209,aplusplus,10.1038/nphys1923,https://doi.org/10.1038/nphys1923,,4,nphys,nature physics,1297555200,2011-02-13,,https://www.nature.com/articles/nphys1923,7
